見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
空き家なんでも相談会～実家の相続・処分・管理の備え～,,,,(6)5月26日（火）13:30?16:00,有田振興局（湯浅町）,,,,,,電話、持参で所定の申込書（申込先、ウェブサイト、市町村で配布）各会場建設部（ファックスの場合は県庁建築住宅課へ ファックス073-428-2038）家のイラスト 県ウェブサイトでも掲載,,,,,,,
空き家なんでも相談会～実家の相続・処分・管理の備え～,,,,(7)5月31日（日）13:30?16:00,*県JAビル（和歌山市）,,,,,,電話、持参で所定の申込書（申込先、ウェブサイト、市町村で配布）を県庁建築住宅課（ファックスの場合は県庁建築住宅課へ ファックス073-428-2038）家のイラスト 県ウェブサイトでも掲載,,,,,,,
空き家なんでも相談会～実家の相続・処分・管理の備え～,,,,(8)6月9日（火）13:30?16:00,串本町文化センター,,,,,,電話、持参で所定の申込書（申込先、ウェブサイト、市町村で配布）を東牟婁振興局串本建設部（ファックスの場合は県庁建築住宅課へ ファックス073-428-2038）家のイラスト 県ウェブサイトでも掲載,,,,,,,
潜在看護職復職支援研修,,,,6月2日（火）?9日（火）のうち6日間（3日間の実習含む）,県看護研修センター（海南市）、県内病院など,看護職の有資格者で現在就業していない方 ,40人（先着順）,,,,郵送、電話、ファックス、Eメールで所定の申込書（申込先で配布）を5月21日までに県ナースセンター〒642-0017海南市南赤坂17電話073-483-0234、073-483-1005　ファックス073-483-1266Eメール　riji@wakayama-kangokyokai.or.jp和歌山県看護協会のぺージへリンク※詳しくは要問合せ※一時保育は要予約 ,,,,,,,
ふぉすた～サロン,保育士として再就職を検討されている方の情報交換の場,,,6月9日（火）10:00?11:00,和歌山ビッグ愛（和歌山市）,,,,,,電話で住所、氏名、電話番号を6月8日までに県福祉人材センターハートワーク電話073-435-5211和歌山県福祉人材センターのぺージへリンク ,,,,,,,
犯罪被害者支援,(1)被害者支援無料相談,,,[1]5月16日（土）10:00?16:00 ,橋本市教育文化会館【相談電話】電話0736-39-0160,,,,,,電話で面接希望者は前日までに紀の国被害者支援センター〒640-8249和歌山市雑賀屋町1土地改良会館5階電話073-427-1000 Eメール　kvscwakayama@mirror.ocn.ne.jp,,,,,,,
犯罪被害者支援,(1)被害者支援無料相談,,,[2]5月30日（土）10:00?16:00, 田辺市民総合センター【相談電話】電話0739-23-5870,,３００人（先着順）,,,,電話で面接希望者は前日までに紀の国被害者支援センター〒640-8249和歌山市雑賀屋町1土地改良会館5階電話073-427-1000 Eメール　kvscwakayama@mirror.ocn.ne.jp,,,,,,,
犯罪被害者支援,(2)被害者支援活動員養成講座,,,6月13・20・27日、7月4・11日 いずれも土曜,海南市民交流センター,,30人（選考）,"8,000円",,,持参、郵送、Eメールで所定の申込書（申込先で配布）を6月5日までに紀の国被害者支援センター〒640-8249和歌山市雑賀屋町1土地改良会館5階電話073-427-1000 Eメール　kvscwakayama@mirror.ocn.ne.jp ,,,,,,,
犯罪被害者支援,(3)無料公開講座,,,6月13日（土）,海南市民交流センター,, 50人（先着順）,,,,持参、郵送、Eメールで所定の申込書（申込先で配布）を6月5日までに紀の国被害者支援センター〒640-8249和歌山市雑賀屋町1土地改良会館5階電話073-427-1000 Eメール　kvscwakayama@mirror.ocn.ne.jp ,,,,,,,
ふれあい看護体験,看護師業務の体験,,,7月27日（月）?8月11日（火）,県内57病院など,高校生以上 ,463人（選考）,,,,高校生は学校を通じて、高校生以外は郵送で住所、氏名（ふりがな）、年齢、電話番号、希望病院（2カ所）、服のサイズ、参加動機、84円切手を5月7?14日に県ナースセンター〒642-0017海南市南赤坂17電話073-483-0234、073-483-1005 ※開催場所など詳しくは要問合せ和歌山県看護協会のぺージへリンク ,,,,,,,
旧優生保護法に基づく優生手術等を受けた方からの一時金請求,国および県では、旧優生保護法に基づき優生手術等を受けた方を対象に、一時金の請求を受け付けています（請求の決定は厚生労働省）。詳しくはお問い合わせください。,,,,,,,,,厚生労働省、県庁健康推進課、県立保健所電話03-3595-2575（厚生労働省）電話073-441-2642（健康推進課） ,,,,,,,,
里親になりませんか,さまざまな事情で自分の家庭で暮らせない子供たちを家庭に迎え入れ、サポートする方が「里親」です。「里親」になるためには、一定の条件を満たす必要はありますが、特別な資格は必要ありません。詳しくはお近くの児童相談所、里親支援機関までお問い合わせください,,,,,,,,,県庁子ども未来課,,,,,,,,
税務課からのお知らせ,自動車税（種別割）の納付期限は6月1日です,,,,,,,,,和歌山県税事務所 電話073-441-3409紀北県税事務所 電話0736-61-0067紀中県税事務所 電話0737-64-1260紀南県税事務所 電話0739-26-7937県ウェブサイトでも掲載 ,納税はお早めにお近くの金融機関、コンビニなどへ。パソコンなどからクレジットカードを利用したり、スマートフォン決済アプリでも納税できます。,,,,,,,
税務課からのお知らせ,自動車税（環境性能割・種別割）の減免,,,,,,,,,和歌山県税事務所 電話073-441-3409紀北県税事務所 電話0736-61-0067紀中県税事務所 電話0737-64-1260紀南県税事務所 電話0739-26-7937県ウェブサイトでも掲載 ,身体障害者手帳・療育手帳・精神障害者保健福祉手帳・戦傷病者手帳をお持ちの方が使用する自動車は、申請により名義や障害の程度など一定の要件を満たす場合、減免が受けられます。,,,,,,,
県公館を無料開放しています,和歌山市和歌浦にある県公館は、和館、洋館、茶室、回遊型の庭園や池があり、奠供山（てんぐやま）の借景など、美しい景色が広がっています。,,,毎週日曜（7月26日、8月16日、令和3年1月3日および第5週は除く。）10:00?16:00,県公館,,,,,県庁管財課※駐車場に限りがありますので、公共交通機関をご利用ください。県ウェブサイトでも掲載,,,,,,,,
リサイクル図書の募集,子供の読書を応援するため、ご家庭で不用になった小学生・中学生向け及び児童（概ね18歳未満対象）向けの本を譲ってください。雑誌、コミック漫画、古い百科事典などは不可。,,,,,,,,,県教育庁生涯学習課、県庁子ども未来課、県庁県民生活課県ウェブサイトでも掲載 ,,,,,,,,
児童扶養手当を支給します,離婚などによりひとり親となった家庭の親、父母に代わってその児童を養育している方、あるいは父母が一定の障害の状態にある家庭の親に対し支給されます。なお、父母または同居人の所得額によっては、手当額の全部あるいは一部が停止される場合があります。 詳しくはお問い合わせください。,,,,,,,,,市町村、振興局健康福祉部、県庁子ども未来課,,,,,,,,
工業統計調査を実施します,工業の実態を明らかにすることを目的とした、統計法に基づく報告義務がある重要な調査です。製造業の事業所を対象に6月1日時点で実施する調査で、調査結果は、中小企業施策や地域振興などの基礎資料として広く利活用されます。調査票へのご回答をお願いします。,,,,,,,,,県庁調査統計課県ウェブサイトでも掲載 ,,,,,,,,
不正大麻・けし撲滅運動,「大麻」や麻薬の原料となる「けし」は、法律で所持や栽培が禁止されています。「大麻」や植えてはいけない「けし」を発見した場合は、県庁薬務課または最寄りの県立保健所、警察署に連絡してください。,,,,,,,,,県庁薬務課県ウェブサイトでも掲載 ,,,,,,,,
災害に備えて農業共済の活用を,台風や寒害などの自然災害をはじめ、病害虫や鳥獣による農産物被害などの損失を補てんする公的保険制度で、掛金の半分は国が支援します。,,,,,,,,,県農業共済組合 電話073-436-0771、県庁経営支援課県ウェブサイトでも掲載 ,,,,,,,,
5月14日～20日は、ギャンブル等依存症問題の啓発週間です。,依存症チェックを行い、不安な方やご家族の方は、相談しましょう。,,,,相談窓口：人権連載の相談窓口,,,,,県庁障害福祉課,,,,,,,,
和歌山県中途失聴・難聴者協会の新規会員を募集しています,和歌山県中途失聴・難聴者協会　会長：中筋久子当協会は、聞こえに不自由を感じている方や、人との会話が十分できずに悩んでいる方のための団体です。花見会や日帰り旅行、忘年会や新年会など楽しい行事もあり、会員同士の親睦に努めています。活動には要約筆記が付き、文字がスクリーンに映されるので、聞こえなくても話の内容がよくわかります。人生の途中で聞こえにくくなった同じ仲間が大勢います。 　毎月、例会を開いていますので、いつでもお気軽に見学にお越しください。,,,,,,,,,和歌山県中途失聴・難聴者協会事務局 蔦尾 ファックス073-472-8180,,,,,,,,
紀の国わかやま文化祭2021　応援事業 募集中,来年秋に開催される「紀の国わかやま文化祭2021」に向けて、一緒に広報しませんか？ 　本文化祭の開催機運の醸成を図るため、相互に広報協力をし、応援していただく事業を募集します。きいちゃんのイラスト　参加団体様には、実施事業を本文化祭の公式ウェブサイトやSNS（フェイスブック、ツイッター、インスタグラム）に掲載し、広報させていただきます。また、PRグッズも配布します。詳しくは公式ウェブサイトをご覧ください。県民総参加でPRして、一緒に盛り上げていきましょう。 ,,,,,,,,,第36回国民文化祭、第21回全国障害者芸術・文化祭和歌山県実行委員会事務局電話073-441-2417紀の国文化祭のぺージへリンク,,,,,,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家　ホタルのキャンプ,ホタルの探索や観察、野外炊飯など,,,6月13日（土）?14日（日）1泊2日,紀北青少年の家,小学3?6年生 ,30人（先着順）,"4,500円 ",5月30日まで,,〒649-7112 かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,http://www.kihokuseisyounen.com/,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家　感動体験！ファミリーフィッシング,磯釣り体験,,,6月20日（土）10:00?15:00,白崎青少年の家,家族 ,10組（先着順）,"500円／人＋1,200円／組",6月6日まで ,,〒649-1123 由良町大引961-1電話0738-65-2351ファックス0738-65-2352※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,https://pya-shirasaki.ssl-lolipop.jp/,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家　ロケット作り,モデルロケット作り、発射実験,,,6月28日（日）9:00?11:00、13:30?15:30,白崎青少年の家,小学4年生以上または家族,各20人（先着順）,"1,000円／人（付き添い 220円／人）",6月14日まで,,〒649-1123 由良町大引961-1電話0738-65-2351ファックス0738-65-2352※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,https://pya-shirasaki.ssl-lolipop.jp/,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家,夏の風物詩竹筒流し素麺、クラフト,,,7月5日（日）9:30?15:00,白崎青少年の家,家族 ,50人（先着順）,"1,000円／人",5月5日?6月21日 ,,〒649-1123 由良町大引961-1電話0738-65-2351ファックス0738-65-2352※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,https://pya-shirasaki.ssl-lolipop.jp/,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家,いもの苗植え＆フルーツカッティング,,,6月13日（土）?14日（日）1泊2日,潮岬青少年の家〒649-3502 串本町潮岬669,家族 ,10組（先着順）,"5,000?5,530円／人",5月15?30日,,〒649-3502 串本町潮岬669電話0735-62-6045　ファックス0735-62-0182※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,https://omoshiro-yh.com/,,,
県職員採用　I種,,試験,,6月28日（日）,,【I種】(1)昭和60年4月2日～平成11年4月1日に生まれた方(2)平成11年4月2日以降に生まれた方で大学（短期大学を除く）を卒業した方または令和3年3月末日までに卒業見込みの方など ,,,,,5月22日までに電子申請で県人事委員会事務局※詳しくは試験案内を要確認県ウェブサイトでも掲載 ,,,,,,,
県職員採用　資格免許職職員,,試験,,6月28日（日）,,【資格免許職】昭和56年4月2日以降に生まれた方で、試験区分ごとに定める資格免許取得者か取得見込みの方,,,,,5月22日までに電子申請で県人事委員会事務局※詳しくは試験案内を要確認県ウェブサイトでも掲載 ,,,,,,,
高等学校卒業程度認定（第1回）,,試験,,8月12日（水）・13日（木）,*県勤労福祉会館プラザホープ（和歌山市）,,,,郵送で5月12日（当日消印有効）までに文部科学省,県教育庁県立学校教育課 ,,,,問合先、県教育センター学びの丘、振興局（海草、西牟婁除く）,,,,
危険物取扱者（第2回）,,試験,,7月19日（日）9:30?,和歌山市、新宮市（受験票で通知）,,,"甲種6,600円、乙種4,600円、丙種3,700円",,,郵送（簡易書留）、持参で5月26日?6月4日（インターネットは5月23日?6月1日17:00まで）に消防試験研究センター和歌山県支部〒640-8137和歌山市吹上2-1-22日赤会館6階 電話073-425-3369消防試験研究センターのぺージへリンク ,,,申込先、県庁危機管理・消防課、振興局総務県民課、市町村、消防本部,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
